Title;Description;Show_type;runtime;Release_year;genres;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
Pack Train;Gene Autry is assigned to safely transport supplies to a band of settlers. The villains, headed by Ross McLain (Kenne Duncan), intend to bushwhack Autry, grab the supplies, and sell them at high prices to a local mining camp.;MOVIE;57;1953;['western'];7.1;62;0.624;5
A Bomb Was Stolen;A dialogue free Romanian science-fiction spy-comedy that draws upon farce, satire and surrealism as it subversively deconstructs the spy thriller with the protagonist's accidental discovery of a nuclear suitcase bomb and the subsequent fight over ownership between the rival powers of the criminals and the military.;MOVIE;72;1961;['scifi', 'comedy', 'fantasy'];6.6;257;1.012;5.4
Mitzi's 2nd Special;;MOVIE;54;1969;[];5.9;21;;
Chhoti Bahu;Radha lives with her widowed dad and is of marriageable age. Accordingly her details her provided to a marriage-broker, Avtar, who also doubles as a Ved (Village Doctor). He brings the proposal before Shriram and his wife, Sita. They approve of Radha and show her photograph to Shriram's brother, Dr. Madhu, who agrees to marry her. The marriage is celebrated with great pomp and ceremony in the entire village. It is then that the Shriram, Sita, and Madhu find out that Radha has a serious illness - a fact that was known to Avtar - but not communicated to them. This illness prevents her from being intimate with Madhu, and the only cure is when she has a child of her own. Will this marriage be annulled?;MOVIE;137;1971;['drama', 'family'];6;87;1.864;
The Manchu Eagle Murder Caper Mystery;Film noir parody with a private eye trying to solve the murder of his milkman.;MOVIE;80;1975;['comedy', 'crime', 'romance'];5.7;236;0.734;5.3
Raiders of Old California;A villainous cavalry officer is trying to force the owner of a hacienda to give him his land when a courageous settler comes to the rescue.;MOVIE;72;1957;['western', 'history', 'drama'];5.6;229;2.462;4.7
Silver Canyon;At the close of the Civil War, a band of Southern guerillas disguised themselves as Union soldiers, the better to perform acts of sabotage in Utah. Autry plays a cavalry scout who goes after guerilla leader McQuarrie (Jim Davis).;MOVIE;74;1951;['western'];6.4;81;0.645;
Bhalu;Bhalu is a Marathi movie released in 1980. Produced by Uma Bhende & directed by Raj Dutt. Story is based on a girl whose guardian is falsely accused of a crime he did not commit & the sea of troubles she has to face to clear his name.;MOVIE;134;1980;[];6.5;18;0.6;5
Deiva Piravi;Madhavan marries Thangam. He takes care of Thangam’s mother and brother along with his younger brother. Meanwhile, Madhavan gives shelter to his father’s mistress and her daughter. The evil ladies allege Thangam for loose morals. The rest of the story is how they come into good terms.;MOVIE;182;1960;['drama'];5.9;16;1.4;8
Empire M;Well off widow working Mother "Mona" is struggling raising 6 kids at different ages ranging from elementary school to University graduating students. The day she thinks to bring a new husband home proves to be a very difficult task.;MOVIE;103;1972;['drama', 'romance', 'family'];6.9;578;0.748;5.7
Noose for a Gunman;Case Britton, gunslinger and wanted man, comes to town to meet his bride-to-be, stop a stagecoach robbery, and get even with the man who killed his brother.;MOVIE;69;1960;['western', 'action'];5.6;253;1.551;5
Nanak Dukhiya Sub Sansar;Porthwar-based Santram is killed while fleeing from Muslims during the religious riots of 1948 following the partition of Pakistan from India. His wife, Tagpyariye, manages to flee along with their sons, Kartar and Ram, but gets separated from them, and the children end up with her servant, Dukhiya. Shortly thereafter Kartar, too, gets separated, leaving Ram alone with Dukhiya. Three years later, Ram runs away after being physically abused and forced to steal by Dukhiya, and unknowingly befriends Kartar, and the duo go to work with Subedar Varyam Singh. Years later, Kartar is a farmer, while Ram has received an education from the city. Both are still unaware of their relation, until they meet with Dukhiya, who also informs them that their mother is also alive. Before they could be reunited with her, misunderstandings over who is to marry Ajeet Kaur, the daughter of Varyam, tear the brothers apart - so much so that they not only separate - but also take up arms against each other - both determined to marry Ajeet at any and all costs.;MOVIE;135;1970;['action', 'drama'];8;34;0.6;
Penn;The action revolves around two friends played by Vyjayanthimala and Anjali Devi. In Tamil.;MOVIE;173;1954;['drama'];7.4;10;1.091;
Hunters of the Deep;Underwater exploration by oceanographers and geologists round the coast of Southern California and Mexico. Portrays many species and varieties of fish and mammals as well as ocean flora and rock formation.;MOVIE;64;1955;['documentation'];6.4;9;1.093;
Untamed Mistress;Two men search the jungle for a woman who has been captured by a tribe of murderous gorillas. When they finally find her, they must fight off attacks by the gorillas, who are determined to keep her.;MOVIE;70;1956;['action', 'drama'];4.9;55;0.627;
Wagon Team;Gene Autry is back in the saddle again as an undercover detective in this action-packed Western complete with a showdown. Gene poses as a jailbird to wangle the truth from a boy (Dick Jones) suspected of stealing an Army payroll. When the youngster escapes from lockup and rejoins his family's medicine show, intrigue is in the wind as Gene tries to solve the mystery of the missing money and to save the lad from a vicious mob. Pat Buttram co-stars.;MOVIE;61;1952;['western'];6.2;90;0.6;6
Arriba las manos Texano;Series western, sequel to Manuel Saldivar el Texano.;MOVIE;85;1969;['western', 'action'];3.8;10;1.271;5
Mitzi... Zings Into Spring;In this musical salute to Spring, Mitzi Gaynor is joined by country music star Roy Clark (Hee Haw), actor Wayne Rogers (MASH) and the US Olympic Gymnastics Team for a colorful tribute in song, dance and comedy sketches to the earth's season of renewal. Songs include "You Make Me Feel Like Dancing," "Isn't it Romantic," and "Yankee Doodle Dandy.";MOVIE;58;1977;['music', 'comedy'];8.9;12;0.6;
Gunfighters of Abilene;A gunman receives a request for help from his brother, but arrives too late to save him from the lawless rancher who wanted him dead.;MOVIE;66;1960;['western', 'romance'];5.1;154;1.4;4.7
Visit to a Chief's Son;An American anthropologist and his son benefit from their experiences with an East African tribe.;MOVIE;85;1974;['action', 'drama'];6.8;103;0.922;8
Naalayak;Laxman has always been the black sheep of the family, and is regarded by them as a no-good slacker. His brother, Ram Narayan, who works in jewellery store, asks him to deliver some money to a businessman out of town, but Laxman instead gets an expensive necklace for a girl named Seema, he just met, just to impress her. Laxman's friend, Rita, finds out that her jewellery is fake, and accuses Ram. Ram assures everyone that he will settle this matter with Rita. The next day Rita is murdered, and Ram is arrested, and imprisoned. Everyone has given up hope for Ram's release, except for Laxman, who has now decided to go straight, and get his dad out of this mess, not knowing that he, himself, is jeopardizing his very own life, and that of Sita and nephew as well.;MOVIE;129;1979;['drama', 'family'];5.8;25;0.6;
Veera Thirumagan;;MOVIE;156;1962;[];;;;
Sam Cade;Sam Cade was the first feature-length "movie" put together from episodes of Cade's County, the early '70s series starring Glenn Ford as a modern-day sheriff in Madrid County, CA. In the first half, directed by Marvin Chomsky, Cade finds himself targeted for assassination when he's scheduled to testify in the trial of a mob kingpin -- what he doesn't know is that the assassin is one of his oldest friends (Darren McGavin), who is romancing another old friend (Loretta Swit) with a troubled past and using Cade's determination and his investigative skills to set him up for a hit. In the second half, directed by Richard Donner, Cade gets a tip that the mob has planned an assassination on a retired crime boss (Edward Asner) living in the county, who is so bull-headed and distrustful of the law that he won't accept any help or provide any information on who the killers might be, even though he's putting his own daughter (Shelley Fabares) at risk.;MOVIE;91;1972;[];;;1.794;
Saginaw Trail;Hamilton's Rangers, led by our hero Gene, must keep the Indians in the northern Michigan territory from attacking the settlers.;MOVIE;56;1953;['western', 'music', 'action'];6.6;81;1.601;
Ram Joshi;;MOVIE;114;1974;[];;;;
Kuzhandaiyum Deivamum;Twins, who were separated at birth, reunite to bring together their divorced parents. A remake of Disney’s The Parent Trap, this uproarious comedy was a smash hit thanks to the melodious tunes penned by the legendary M. S. Viswanathan. For her adorable performance in the twin roles, Kutty Padmini became the first Tamil actress to win the National Film Award for Best Child Artist.;MOVIE;165;1965;['drama'];7.2;28;2.362;
Night Stage to Galveston;A former Texas Ranger teams up with some of his old colleagues to rid the state of corruption in their new police force.;MOVIE;61;1952;['western', 'crime', 'music', 'action'];6.4;97;1.753;2
Mitzi... A Tribute to the American Housewife;Mitzi Gaynor and guests Ted Knight (Mary Tyler Moore Show), Jerry Orbach (Chicago), Suzanne Pleshette (Bob Newhart Show) and Jane Withers in music, dance and comedy vignettes celebrating housewives. Songs include "Married," "I Can Cook, Too," and "You Are the Sunshine of My Life." The cast also attend a party performing "The Little Things We Do Together" from Stephen Sondheim's Company.;MOVIE;58;1974;['comedy'];7.1;42;0.859;
Mitzi... Roarin' in the 20's;Mitzi Gaynor does a tribute to the music of the 1920's.;MOVIE;58;1976;['music', 'comedy'];8;13;0.6;
Bhakta Prahlada;Prahlada, Lord Vishnu's staunch devotee, is born to Hiranyakashipu (S.V. Ranga Rao) his father. Hiranyakashipu is determined to dissuade his son from worshipping Lord Vishnu, as the Lord killed his brother, Hiranyaksa. To prevent Prahlada's devotion, Hiranyakashipu is willing to go to any extent.;MOVIE;156;1967;['drama'];8.2;7;1.4;
The Kids in the Hall;The Kids in the Hall is a Canadian sketch comedy group formed in 1984, consisting of comedians Dave Foley, Kevin McDonald, Bruce McCulloch, Mark McKinney, and Scott Thompson.;SHOW;24;1989;['comedy'];8.4;9794;14.945;7.7
The Terminator;In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the "Terminator" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?;MOVIE;108;1984;['thriller', 'action', 'scifi'];8.1;841706;51.819;7.6
